work_key,title,authors,first_publish_year,subjects,description,cover_url,source
/works/OL6895328W,Hindī sāhitya kā madhyakāla,Nityanand Sharma,1921,Hindi literature; History and criticism,,,subject:hindi_literature
/works/OL12670332W,Aniyata aṅkana,Bhagatasiṃha Haṇamantarāva Rājūrakara,1973,Hindi literature; History and criticism,,,subject:hindi_literature
/works/OL4597275W,Ādhunika Hindī sāhitya,Rāma Kr̥shṇa Vyāsa,1975,Hindi literature; History and criticism,,,subject:hindi_literature
/works/OL1630687W,"Hindī sāhitya, vidhāeṃ aura diśāeṃ",Shashi Bhushan Singhal,1981,Hindi literature; History and criticism,Study on the history and development of literary forms in modern Hindi.,,subject:hindi_literature
/works/OL12121981W,Rāshtra bhāratī,Karunapati Tripathi,1900,Hindi literature; Text books; Textbooks,,https://covers.openlibrary.org/b/id/6134867-M.jpg,subject:hindi_literature
/works/OL4756196W,Hindī ālocanā kośa,Yash Pal Mahajan,1978,Bibliography; Hindi literature; History and criticism; Hindi language,"Bibliography of Hindi literary criticism and linguistics, 1972-1977; includes preface on the development of Hindi literary criticism.",,subject:hindi_literature
/works/OL3434549W,Sāhitya-siddhānta aura śodha,Anand Prakash Dikshit,1975,Hindi literature; History and criticism,,,subject:hindi_literature
/works/OL5083661W,Sāhitya-sr̥jana aura janākāṅkshāeṃ,Vimala,1987,Hindi literature; History and criticism,,,subject:hindi_literature
/works/OL3215666W,Saṃsmaraṇoṃ kī gaṅgā,Ramnarayan Upadhyay,1991,Hindi literature; Friends and associates; History and criticism,,,subject:hindi_literature
/works/OL13062503W,Hindī grantha-sūcī sāriṇī,Hausalāprasāda Ṭhākura,1972,Bibliography; Hindi literature; Bibliographical literature; Bibliography of bibliographies,,,subject:hindi_literature
/works/OL1068776W,Hindī-sevā kī saṅkalpanā,"Chaturvedi, Sri Narain",1976,Hindi language; Hindi literature; Hindi philology; Education,,,subject:hindi_literature
/works/OL3215663W,Jinakī chāyā bhī sukhakara hai,Ramnarayan Upadhyay,1970,Hindi literature; History and criticism; Contemporaries,Reminiscences of the author about some contemporary Hindi writers.,,subject:hindi_literature
/works/OL1081331W,Saṃvāda aura ekālāpa,Malayaja.,1984,Hindi literature,Articles and notes on contemporary Hindi literature.,,subject:hindi_literature
/works/OL2314045W,Studies in nāyaka-nāyikā-bheda,Rākeśagupta.,1967,Hindi literature; History and criticism; Sanskrit literature,On the hero and heroine in Sanskrit and Hindi literature.,,subject:hindi_literature
/works/OL3212771W,Hindī-sāhitya katipaya moḍa,Shankar Dayal Singh,1980,Hindi literature; History and criticism,Articles on Hindi literature.,,subject:hindi_literature
/works/OL4759090W,Stylistics and language teaching,Suresh Kumar.,1988,Discourse analysis; Hindi language; Hindi literature; History and criticism; Language and languages; Rhetoric; Semantics; Study and teaching; Style,With reference to Hindi.,https://covers.openlibrary.org/b/id/4894212-M.jpg,subject:hindi_literature
/works/OL2311788W,Hindi and Urdu since 1800,C. Shackle,1990,"Comparative Grammar; Grammar, Comparative; Hindi; Hindi language; History and criticism; Readers; Urdu; Urdu language; Urdu literature; Hindi literature",,https://covers.openlibrary.org/b/id/4888348-M.jpg,subject:hindi_literature
/works/OL1625505W,A history of Hindi literature,K. B. Jindal,1955,Hindi literature; History and criticism,,https://covers.openlibrary.org/b/id/3869839-M.jpg,subject:hindi_literature
/works/OL12958889W,Siddhoṃ kī sandhābhāshā,Maṅgalabihārī Śaraṇa Sinhā,1973,"Figures of speech; Hindi Religious literature; Hindi language; Hindi literature; History and criticism; Religious literature, Hindi",,,subject:hindi_literature
/works/OL1761882W,Ādhunikatā aura samakālīna racanā sandarbha,Narendra Mohan,1973,Hindi literature; History and criticism,,,subject:hindi_literature
/works/OL6895848W,Hindī sāhitya kā ādhunika kāla,Ravelacanda Ānanda,1972,Hindi literature; History and criticism,,,subject:hindi_literature
/works/OL6895727W,Bhāratendu pūrva Hindī gadya,Chandra Dev Kawade,1975,Hindi literature; History and criticism; Hindi prose literature,,,subject:hindi_literature
/works/OL11820951W,Janavādī lekhana aura racanā-sthiti,Rājendra Prasāda Siṃha,1984,Hindi literature; History and criticism,,,subject:hindi_literature
/works/OL936418W,Samakālīna Hindī sāhitya,Aleksandr Nikolaevich Senkevich,1984,Hindi literature; History and criticism,,,subject:hindi_literature
/works/OL13482013W,Madhura rasa,Ramswarth Choudhary,1968,Hindi literature; History and criticism; Indic Devotional literature,,,subject:hindi_literature
/works/OL12736500W,Hindī sāhitya kā adyatana itihāsa,Mohana Avasthī,1970,Hindi literature; History and criticism,,,subject:hindi_literature
/works/OL4259057W,Hindī nibandha ke ādhāra stambha,Harimohana,1988,Criticism; Criticism and interpretation; Hindi essays; Hindi literature; History; History and criticism,"On the works of Ram Chandra Shukla, 1884-1941, and Pitāmbaradatta Baṛathvāla, 1901-1944, Hindi critics.",,subject:hindi_literature
/works/OL304623W,Modern Hindi literature,Indar Nath Madan,1939,Hindi literature; History and criticism,,,subject:hindi_literature
/works/OL7327210W,Ādhunika yuga ke vātāyana se,"Gupta, Ashok Kumar",1976,"Civilization, Modern, in literature; Hindi literature; History and criticism",,,subject:hindi_literature
/works/OL63723W,Ādhunika Hindī sāhitya para Bauddha prabhāva,Jagdish Kumar,1981,Buddhism; Hindi literature; History and criticism,Study of Buddhist influence on modern Hindi literature.,,subject:hindi_literature
/works/OL6432942W,Śuklottara Hindī-ālocanā para pāścātya sāhityika avadhāraṇāoṃ kā prabhāva,Satyadeva Miśra,1980,American influences; Criticism; European influences; Hindi literature,Study on the influence of western literary concepts on modern Hindi literary criticism.,,subject:hindi_literature
/works/OL6545799W,Hindī sāhitya meṃ Rādhā,Dvārakāprasāda Mītala,1970,Hindi literature; History and criticism; Radha (Hindu deity) in literature; Sanskrit literature; Rādhā (Hindu deity) in literature; Hindi poetry,,,subject:hindi_literature
/works/OL6653876W,Sāhitya-saritā,Jaya Narain Mandal,1970,Hindi literature,,,subject:hindi_literature
/works/OL4599071W,Hindī kahānī aura racanā-siddhānta,Nīlama Guptā,1989,Hindi Short stories; Hindi literature; History and criticism; Short story,,,subject:hindi_literature
/works/OL4599447W,Kerala ke Hindī sāhitya kā br̥had itihāsa,En Candraśēkharana Nāyar,1989,Hindi literature; History and criticism,,,subject:hindi_literature
/works/OL5763958W,"Nāmavara Siṃha kā ālocanā-saṃsāra, sr̥jana aura dr̥shṭikoṇa",Manoja Kumāra Śukla,2004,Hindi literature; History and criticism,"Study of the works of Namwar Singh, b. 1926, Hindi critic; chiefly on 20th century Hindi literature.",,subject:hindi_literature
/works/OL6312939W,Ādhunika vyaṅgya kā srota aura svarūpa =,Chhabinath Mishra,1979,Hindi Satire; Hindi literature; History and criticism; Satire in literature,Articles on satire in Hindi literature.,,subject:hindi_literature
/works/OL68376W,Hindi literature,Indu Prakash Pandey,1975,Hindi literature; History and criticism,,https://covers.openlibrary.org/b/id/4447789-M.jpg,subject:hindi_literature
/works/OL4424579W,Ādhunika sāhitya,Sushamā Bhaṭanāgara,1977,Grief in literature; Hindi literature; History and criticism,,,subject:hindi_literature
/works/OL6306777W,Bibliography of English Source Materials for the Study of Modern Hindi Literature,Gordon C. Roadarmel,1969,"Bibliography; Hindi literature; Hindi literature, history and criticism",,https://covers.openlibrary.org/b/id/14883955-M.jpg,subject:hindi_literature
/works/OL96515W,Racanā-prakriyā,Oma Avasthī,1985,"Creation (Literary, artistic, etc.); Hindi literature; History and criticism","Study of the creative process in literature, with special reference to Hindi.",,subject:hindi_literature
/works/OL96498W,Hindī sāhitya kā itihāsa,Kr̥shṇā Dhavana,1985,Hindi literature; Historiography,"Problems of the historiography of Hindi literature, with a comparative study of the histories of Hindi literature by Indic and non-Indic scholars.",,subject:hindi_literature
/works/OL96502W,Hindi writing in post-colonial India,Lothar Lutze,1985,Hindi literature; History and criticism; Postcolonialism; Postcolonialism in literature,,,subject:hindi_literature
/works/OL23025742W,Hindī sāhitya kośa,Dhīrendra Varmā,1964,Hindi literature; Dictionaries,Encyclopedia of Hindi literature.,,subject:hindi_literature
/works/OL2309892W,Sudhiyām̐ usa candana ke vana kī,Vishṇukānta Śāstrī,1992,"Authors, Hindi; Hindi Authors; Hindi literature; History and criticism; Journeys; Travel","Reminiscences of Vishṇukānta Śāstrī, b. 1929, Hindi author about his contemporary litterateurs and their works; includes description of his travels to various parts of India and Surinam.",,subject:hindi_literature
/works/OL2320183W,Hindī ke cāra gadya-kavi aura unakā kāvya,Tejanārāyaṇa Kāka,1983,"Authors, Hindi; Hindi Authors; Hindi literature; Hindi poetry; History and criticism","Critical study of the works of Hindi prose writers with poetic excellence, Rāya Kr̥shṇadāsa, b. 1892, Viyogī Hari, b. 1896, Acharya Caturasena, 1891-1960, and Vr̥ndāvanalāla Varmā, 1890-1969.",,subject:hindi_literature
/works/OL23266365W,Patra-saṃvāda,Sachchidanand Hiranand Vatsyayan,2013,Correspondence; Hindi Authors; Hindi literature; History and criticism,"Correspondence between Sachchidanand Hiranand Vatsyayan, 1911-1987 and Ramesh Chandra Shah, b. 1937 Hindi authors.",,subject:hindi_literature
/works/OL22819337W,A Bunch of stories,Madan Gupta,1982,"Urdu literature; Translations into English; Hindi literature; Short stories, Indic (English)",Short stories of representative authors.,,subject:hindi_literature
/works/OL23378052W,Rassākaśī,Vīra Bhārata Talavāra,2002,Education; History; Hindi language; Hindi literature; History and criticism; Northwestern India; Social conditions; Renaissance; Study and teaching,"On the renaissance movement  in 19th century in Northwestern India, with referece to educaton, Hindi language, and literature.",,subject:hindi_literature
/works/OL2319268W,Hindī ālocanā kā vikāsa,Nandakiśora Navala,1981,Criticism; Hindi literature; History and criticism,On the history and development of literary criticism in Hindi.,,subject:hindi_literature
/works/OL2319270W,Premacanda kā saundaryaśāstra,Nandakiśora Navala,1982,Hindi literature; History and criticism,"Articles, most on Hindi litterateurs and their works.",,subject:hindi_literature
/works/OL2313412W,Nāma sādhanā,Mālatī Tivārī,1981,"Bhakt; Bhakti; Doctrines; Hindi literature; Hindu chants; Hinduism; History and criticism; Influence of Music; Music, Influence of",SUMMARY: On the spiritual practices of intoning the mystic sound in the form of various names of God according to Hindu tradition of devotion (bhakti) and its influence on Hindi literature.,,subject:hindi_literature
/works/OL2316857W,Yathārthavāda aura saundaryaśāstra,Rājakumāra Sainī,1988,Hindi literature; Aesthetics in literature; Realism in literature; History and criticism,Realism and aesthetic values in contemporary Hindi literature; a study.,,subject:hindi_literature
/works/OL2603828W,A history of Hindī literature,F. E. Keay,1920,Hindi literature; History and criticism,,,subject:hindi_literature
/works/OL2596766W,Viśva Hindī ke bhagīratha,Bhaktarāma Śarmā,1993,Hindi literature; History and criticism,"Critical study of the works of 20th century literary authors from Europe, America, Africa, and Australia who have written on Hindi literature.",,subject:hindi_literature
/works/OL2603705W,Kalā ke savāla,Vinoda Bhāradvāja,1982,"Art and literature; Arts, Indic; Hindi literature; History and criticism; Indic Arts","Articles, most on art, Hindi literture.",,subject:hindi_literature
/works/OL2600880W,Dantakathā,Abdula Bismillāha,1990,Hindi literature,,,subject:hindi_literature
/works/OL2600904W,Sr̥jana-samīkshaṇa kī adhunātana pravr̥ttiyām̐,Devarāja Pathika,1979,Hindi literature; History and criticism,,,subject:hindi_literature
/works/OL1055757W,Sahr̥daya parikalpanā evaṃ ādhunika Hindī sāhitya,Sūryanārāyaṇa Dvivedī,1979,"Poetics; Hindi literature; History and criticism; Art appreciation in literature; Aesthetics, Indic; Indic Aesthetics",,,subject:hindi_literature
/works/OL11699W,Racanā kā saca,Nand Kishore Acharya,1986,Hindi literature; History and criticism,"Articles, chiefly on contemporary Hindi literature.",,subject:hindi_literature
/works/OL11512W,Sāhityika nibandha,Tribhuvan Singh,1970,Hindi literature; Hindi philology,,,subject:hindi_literature
/works/OL11114230W,Svātantryottara Hindī sāhitya,Bishnu Kishore Jha Bechan,1967,Hindi literature; History and criticism,,,subject:hindi_literature
/works/OL10803W,Ghaṭanāoṃ se gujarate hue,Rājamaṇi Rāya Maṇi,1992,Hindi literature; History and criticism,"Reminiscences of Rājamaṇi Rāya Maṇi, b. 1937, Hindi author of his association with other 20th century Hindi authors; discusses 20th century Hindi literature.",,subject:hindi_literature
/works/OL10544W,Hindī sāhitya kā paricaya,Somadatta Bakhorī,1979,Hindi literature; History and criticism,,,subject:hindi_literature
/works/OL1048593W,"Hindī sāhityetihāsa, pāścātya srotoṃ kā adhyayana",Haramahendra Siṃha Bedī,1985,Hindi literature; History and criticism,,,subject:hindi_literature
/works/OL11695W,Cakra-paricakra,"Pandey, Sudhakar",1976,Hindi literature; History and criticism,,,subject:hindi_literature
/works/OL302390W,Itihāsa aura ālocaka-dr̥shṭi,"Chaturvedi, Ramswarup",1982,Hindi literature; History and criticism,Articles on selected Hindi litterateurs and their works; in the context of history of Hindi literature.,,subject:hindi_literature
/works/OL302392W,Ālocakathā,"Chaturvedi, Ramswarup",2004,Hindi literature; History and criticism,"Reminiscences of Ramswarup Chaturvedi, b. 1931, Hindi critic on the life and works of his associates and friends; chiefly on 20th century Hindi literature.",,subject:hindi_literature
/works/OL306475W,Ḍā. Nāyara kī sāhityika racanāem̐,En Candraśēkharan Nāyar,1993,Hindi literature; History and criticism,"Selected Hindi prose writings mostly on 20th century Hindi literature by a Malayalam, English, and Hindi author from Kerala.",,subject:hindi_literature
/works/OL304622W,Hindī kī hāsya-vyaṅgya vidhā kā svarūpa aura vikāsa,Indar Nath Madan,1978,"History and criticism; Hindi literature; Satire in literature; Satire, Hindi; Hindi wit and humor; Wit and humor in literature; Hindi Satire",On the development of Hindi humor and satire.,,subject:hindi_literature
/works/OL321532W,Vicāra aura vitarka,Hazariprasad Dwivedi,1945,Hindi literature; History and criticism,Articles on Hindi literature.,,subject:hindi_literature
/works/OL330892W,Paramparā kā mūlyāṅkana,"Sharma, Rambilas.",1981,Hindi literature; History and criticism,"Articles, most on Hindi literature and litterateurs.",,subject:hindi_literature
/works/OL330893W,Sākshātkāra,"Sharma, Rambilas.",1986,Interviews; Critics; Hindi literature; History and criticism; Litterateurs,"Interviews with Rambilas Sharma, critic and historian of Hindi literature, by various authors; chiefly on Hindi literature.",,subject:hindi_literature
/works/OL330895W,Virāma cihna,"Sharma, Rambilas.",1985,Hindi Authors; Hindi essays; Hindi literature,"Articles, chiefly about Hindi literature and authors.",https://covers.openlibrary.org/b/id/6179203-M.jpg,subject:hindi_literature
/works/OL329087W,Bhavishya se saṃvāda,Devendra Issar,1987,Hindi literature; History and criticism; Literature and society,"Articles, chiefly on literature and society.",,subject:hindi_literature
/works/OL329090W,"Sāhitya, mukti aura saṅgharsha",Devendra Issar,1979,Hindi literature; History and criticism,,,subject:hindi_literature
/works/OL336677W,Samīkshātmaka nibandha,Vijayendra Snatak,1969,Hindi literature; History and criticism,,,subject:hindi_literature
/works/OL336678W,Vicāra ke kshaṇa,Vijayendra Snatak,1970,Hindi literature; History and criticism,,,subject:hindi_literature
/works/OL336680W,Anubhūti ke kshaṇa,Vijayendra Snatak,1980,Hindi literature; History and criticism,Chiefly on Hindi literature.,,subject:hindi_literature
/works/OL336683W,"Smr̥tiśesha, mere samakālīna",Vijayendra Snatak,1992,Hindi literature; History and criticism,"Critical study of the works of 20th century Hindi authors who are the contemporaries and associates of Vijayendra Snatak, b. 1914, Hindi author.",,subject:hindi_literature
/works/OL337597W,Pragativāda punarmūlyāṅkana,Haṃsarāja Rahabara,1966,Hindi literature; History and criticism; Progressivism in literature,Articles on the progressivist movement in 20th century Hindi literature.,,subject:hindi_literature
/works/OL333142W,Hindī sāhitya kā ādhunikakāla,Jai Kishan Prasad Khandelwal,1969,History and criticism; Hindi literature; Hindi poetry,,,subject:hindi_literature
/works/OL332041W,Premacanda patra-prasaṅga,Munshi Premchand,1991,"Correspondence; Hindi literature; Authors, Hindi; History and criticism; Hindi Authors","Correspondence between Premacanda, 1881-1936, Śivapūjana Sahāya, b. 1893, Hindi authors, and their contemporari, 1924-1936.",,subject:hindi_literature
/works/OL31692237W,Hindī sāhitya kā itihāsa,Rāmacandra Śukla,1965,Hindi literature; History and criticism,History of Hindi literature.,,subject:hindi_literature
/works/OL3215953W,Racanā ke sātha,Prabhātakumāra Tripāṭhī,1980,Hindi literature; History and criticism,Articles on Hindi literature.,,subject:hindi_literature
/works/OL311261W,Sāhityetihāsa,Sumana Rāje,1975,Hindi literature; History and criticism; Literature; Theory,"On the nature and structure of the history of literature, with special reference to Hindi; a study.",,subject:hindi_literature
/works/OL314109W,Vicāra aura vivecanā,Nagendra,1949,Hindi literature; History and criticism,,,subject:hindi_literature
/works/OL314112W,Cintana-anucintana,Nagendra,1983,Hindi literature; History and criticism,"Articles, most on Hindi literature.",,subject:hindi_literature
/works/OL302379W,Hindī sāhitya aura saṃvedanā kā vikāsa,"Chaturvedi, Ramswarup",1986,Hindi literature; History and criticism,Evolution of Hindi literature; a historical survey.,,subject:hindi_literature
/works/OL304621W,Ādhunikatā aura Hindī sāhitya,Indar Nath Madan,1972,Hindi literature; Modernism (Literature); History and criticism,,,subject:hindi_literature
/works/OL315562W,Sāhitya aura kalā kī pahacāna,Jagdish Prasad Sharma,1982,Aestheticism (Literature); Hindi literature; History and criticism,Study of aesthetics in Hindi literature.,,subject:hindi_literature
/works/OL316454W,Āsthā aura cintana,"Rai, Viveki",1991,Hindi literature; History and criticism,"Articles, chiefly on Hindi literature.",,subject:hindi_literature
/works/OL316310W,Śikhara aura setu,Śyāmasundara Ghosha,1992,Hindi literature; History and criticism,Articles on 20th century Hindi authors.,,subject:hindi_literature
/works/OL317216W,"Annahīnam, kriyāhīnam",Nāgārjuna,1983,Social conditions; Hindi literature; History and criticism,Articles on Hindi literature and social conditions in India.,,subject:hindi_literature
/works/OL316311W,Juāghara,Śyāmasundara Ghosha,1991,Hindi literature; History and criticism; Creation in literature,,,subject:hindi_literature
/works/OL316313W,Vyaṅga-vivecana,Śyāmasundara Ghosha,1994,"History and criticism; Hindi literature; Satire, Hindi; Hindi Satire",Study of Hindi satirical works of 20th century.,,subject:hindi_literature
/works/OL307312W,Samaya ke pām̐va,Makhan Lal Chaturvedi,1962,Friends and associates; Hindi literature; History and criticism; Autonomy and independence movements; Biography; History,Memoirs of the Hindi author on his friends and associates and their contribution to the development of Hindi literature and Indian freedom struggle movement.,,subject:hindi_literature
/works/OL301743W,Sāhityika nibandha,Gaṇapati Candra Gupta,1964,Hindi literature,,,subject:hindi_literature
/works/OL341675W,Lekhaka aura saṃvedanā,Shailesh Matiyani,1983,"Correspondence; Authors, Hindi; Senses and sensation in literature; Creative writing; Hindi literature; History and criticism; Hindi Authors",Correspondence between the author and Hindi litterateurs on the theme of sensitivity in creative writing.,,subject:hindi_literature
/works/OL346129W,Niyamita,Motilal Wadhumal Jotwani,1988,Hindi literature,,,subject:hindi_literature
/works/OL342512W,Vardhamāna aura patanaśīla,Vijayadevanārāyaṇa Sāhī,1991,Hindi literature; History and criticism,"Selected writings on contemporary Hindi literature which have previously been published in journals, and presented in conferences.",,subject:hindi_literature
/works/OL3433917W,Hindī kā svātantryaprāptyuttara yātrā sāhitya,Ireśa Sadāśiva Svāmī,1992,"Authors, Hindi; Hindi Authors; Hindi literature; History and criticism; Journeys; Travel",On the post independence Hindi travel literature; a study.,,subject:hindi_literature
/works/OL343215W,Dastāveza,Jagdish Chaturvedi,1980,Hindi literature; History and criticism,Articles on Hindi literature.,,subject:hindi_literature
/works/OL360465W,"Balarāja Sāhanī, Santosha Sāhanī samagra",Balraj Sahni,1994,Hindi literature,"Complete works of Balraj Sahni, 1913-1973, film actor and Hindi, English, Punjabi author and his wife Santosha Sāhanī, Hindi, English, Punjabi author; works translated into Hindi.",,subject:hindi_literature
/works/OL358641W,Madhyakālīna Hindī sāhitya aura Tulasīdāsa,Bhagirath Mishra,1969,Hindi literature; History and criticism,,,subject:hindi_literature
/works/OL357288W,Hindī sāhitya,Dhīrendra Varmā,1959,Hindi literature; History and criticism,,,subject:hindi_literature
/works/OL363570W,Hindī ke viśishṭa ālocaka,Nand Kumar Roy,1969,"Hindi literature; Authors, Hindi; Bio-bibliography; Hindi Authors",,,subject:hindi_literature
/works/OL3722408W,Śabda-saṃsāra kī yāyāvarī,Nanda Caturvedī,1985,Hindi literature,"Articles, chiefly on Hindi literature.",,subject:hindi_literature
/works/OL3726994W,Hindī pāṭhānusandhāna,Kanhaiyā Siṃha,1990,Editing; Hindi Manuscripts; Hindi literature; Textual Criticism,,,subject:hindi_literature
/works/OL3723010W,Svātantryottara Hindī vyaṅgya kā mūlyāṅkana,Sureśa Māheśvarī,1994,Hindi Satire; Hindi literature; History and criticism,Study of post-1947 Hindi satire.,,subject:hindi_literature
/works/OL357272W,Madhyaklna-nirguabhakti-sdhan,Harbanshlal Sharma,1900,Hindi literature; History and criticism; Mysticism in literature,,https://covers.openlibrary.org/b/id/6134872-M.jpg,subject:hindi_literature
/works/OL356383W,"Kalā, kalpanā aura sāhitya",Satyendra,1950,Hindi literature; History and criticism,,,subject:hindi_literature
/works/OL351418W,Cābuka,Surya Kant Tripathi,1962,Hindi literature,,,subject:hindi_literature
/works/OL351259W,Ādhunika Hindī sāhitya,Prakash Chandra Gupta,1952,Hindi literature; History and criticism,Study of modern Hindi literature.,,subject:hindi_literature
/works/OL3434400W,Śabda aura karma,Mainejara Pāṇḍeya,1981,Hindi literature; History and criticism,Articles on Hindi literature; Marxist view.,,subject:hindi_literature
/works/OL340586W,Racanā aura ālocanā,Devishankar Avasthi,1979,Hindi literature; History and criticism,,,subject:hindi_literature
/works/OL3435226W,Hindī sāhitya meṃ rūpaka-kathā-kāvya,Nūrajahām̐ Begama,1990,Hindi literature; History and criticism; Allegory,,,subject:hindi_literature
/works/OL3434530W,Hindī sāhitya kā itihāsa-darśana aura Rāmacandra Śukla,Devalāla Maurya,1993,Hindi literature; History and criticism; Criticism and interpretation,"On the writings of Ram Chandra Shukla, 1884-1941, Hindi author, and history of Hindi literature of the 20th century.",,subject:hindi_literature
/works/OL352439W,Śodha-sādhanā,"Singh, C. P.",1973,Hindi literature; History and criticism,,,subject:hindi_literature
/works/OL352366W,Itihāsa aura ālocanā,Namwar Singh,1962,Hindi literature; History and criticism,,,subject:hindi_literature
/works/OL35505660W,Ādhunikatā aura Hindī sāhitya,Indar Nath Madan,1972,Hindi literature; History and criticism,,,subject:hindi_literature
/works/OL354414W,Āmane-sāmane,Kshem Chandra,1991,"Interviews; Hindi literature; History and criticism; Authors, Hindi; Nationalists; Hindi Authors",,,subject:hindi_literature
/works/OL330057W,Ādhunika Hindī ālocanā ke bīja śabda,Baccana Siṃha,1983,Hindi literature; Terminology,Glossary of terms used in Hindi literary criticism.,,subject:hindi_literature
/works/OL3214786W,Hindī kī pragativādī samīkshā aura samīkshaka,Śobhanātha Tripāṭhī,1994,Hindi literature; History and criticism; Communism in literature,Study of the writings of progressive Hindi literary authors of the 20th century and influence of Marxism on their works.,,subject:hindi_literature
/works/OL321823W,Hindī-sāhitya kā itihāsa-darśana,Ānandanārāyaṇa Śarmā,1987,Hindi language; Hindi literature; Historiography; History and criticism,On the problems of historiography of Hindi literature.,,subject:hindi_literature
/works/OL321529W,Sāhityakā sāthī,Hazariprasad Dwivedi,1950,Hindi literature; History and criticism,Study of Hindi literature.,,subject:hindi_literature
/works/OL322440W,Hindi literature,Ram Awadh Dwivedi,1953,Hindi literature; History and criticism,Account of Hindi literature from the earliest times down to the mid-twentieth century.,,subject:hindi_literature
/works/OL321520W,Hindī sāhityakī bhūmikā,Hazariprasad Dwivedi,1950,Hindi literature; History and criticism,Introduction to Hindi literature.,,subject:hindi_literature
/works/OL321524W,Madhyakālīna dharma-sādhanā,Hazariprasad Dwivedi,1952,"History and criticism; Hinduism; Rituals; Hindi literature; Religious literature, Hindi; History; Hindi Religious literature",Medieval Hindi religious literature; a study.,,subject:hindi_literature
/works/OL345844W,"Madhyakālīna Hindī sāhitya, Pañjāba kā sandarbha","Sahagala, Manamohana.",1985,"History and criticism; Biography; Poets, Hindi; Braj literature; Hindi literature; Braj poetry; Poets, Braj; Hindi poetry; Braj Poets; Hindi Poets",Studies on medieval Braj and Hindi poetry written in Punjab; include brief biographies of poets with samplings of their poetry.,,subject:hindi_literature
/works/OL346341W,Nava nibandha,"Chaturvedi, Parshuram",1951,Hindi literature; History and criticism,,,subject:hindi_literature
/works/OL346344W,Santa-sāhitya kī rūparekhā,"Chaturvedi, Parshuram",1983,"History and criticism; Hindu devotional literature; Hindi literature; Religious literature, Hindi; Hindi Religious literature",Study of medieval devotional literature in Hindi.,,subject:hindi_literature
/works/OL346345W,Uttarī Bhārata kī santa-paramparā,"Chaturvedi, Parshuram",1951,"History and criticism; Hindi literature; Devotional literature, Hindi; Hindi Devotional literature",History of devotional literature in nortnern India.,,subject:hindi_literature
/works/OL315855W,"Racanā, kyoṃ aura kina ke bīca",Sachchidanand Hiranand Vatsyayan,1988,"Interviews; Authors, Hindi; Literature; Knowledge; Hindi literature; History and criticism; Hindi Authors; Knowledge and learning","Text of conversations with the author by five Hindi writers, on his works and views on Hindi literature.",,subject:hindi_literature
/works/OL315857W,Triśaṅku,Sachchidanand Hiranand Vatsyayan,1945,Hindi literature; History and criticism,On Hindi literature.,,subject:hindi_literature
/works/OL297011W,Ḍhalāna se utarate hue,Nirmal Verma,1985,Hindi essays; Hindi literature; History and criticism; Civilization,"Articles, chiefly on Hindi literature and contemporary Indic culture.",,subject:hindi_literature
/works/OL294802W,Samakālīna siddhānta aura sāhitya,Vishwambhar Nath Upadhyay,1976,Hindi literature; History and criticism; Theory,,,subject:hindi_literature
/works/OL297498W,Jinakī yāda hameśā harī rahegī,"Rai, Amrit.",1992,Hindi literature; History and criticism,Reminiscences of 20th century Hindi authors and their work.,,subject:hindi_literature
/works/OL297560W,Abhinava rasa-mīmāṃsā,Rāmānanda Tivārī,1983,Criticism; Hindi literature; History and criticism; Rasas,Presentation of a new theory of aesthetics (rasa) for Hindi literary criticism.,,subject:hindi_literature
/works/OL308575W,Gitanjali (song offerings),"Rabindranath Tagore, Marie Luise Gothein, William Butler Yeats",1910,"Bengali poetry; Translations into English; Translations from Bengali; English poetry; Translations into Vietnamese; Bengali Prose poems; Translations into Telugu; Poetry (poetic works by one author); Bengali poetry, translations into english; Songs; Children's songs; Translations into German; Bengali literature; Fiction; Poetry; Criticism and interpretation; Indic poetry; Yeats, W. B. (William Butler), 1865-1939; Philosophy; Poetry, collections; Fiction anthologies & collections; Asian; Fiction / General; Tagore, rabindranath, 1861-1941; Spirituality; Translations into Bambara; Bambara language; Texts; Bengali Ballads; Bengali Love poetry",Verse rendering in Sanskrit with English translation.,https://covers.openlibrary.org/b/id/8246100-M.jpg,subject:bengali_literature
/works/OL16312658W,Ḍākaghara,Rabindranath Tagore,1914,Near and far eastern drama (dramatic works by one author); Near and far eastern fiction (fictional works by one author); Bengali literature,"**The Post Office** (Bengali: **Dak Ghar**) is a 1912 play by Rabindranath Tagore. It concerns Amal, a child confined to his adoptive uncle's home by an incurable disease. W. Andrew Robinson and Krishna Dutta note that the play ""continues to occupy a special place in [Tagore's] reputation, both within Bengal and in the wider world."" It was written in four days.

(Source: Wikipedia)",https://covers.openlibrary.org/b/id/173918-M.jpg,subject:bengali_literature
/works/OL308959W,The crescent moon,Rabindranath Tagore,1913,Literature; Bengali; Poetry; Bengali literature,,https://covers.openlibrary.org/b/id/526747-M.jpg,subject:bengali_literature
